x[nm],y[nm],z[nm]],intensity,frame,sigma
3524.71,2241.5,-1.#INF,1838.62,50,0
2473.14,1034.63,-1.#INF,2470.34,50,0
621.976,1704.34,-1.#INF,2609.17,51,0
3541.6,2245.3,-1.#INF,2174.96,51,0
2417.86,1020.64,-1.#INF,1244.58,51,0
3504.56,2240.3,-1.#INF,1930.12,52,0
2279.49,1183.13,-1.#INF,782.005,52,0
516.075,1689.69,-1.#INF,2209.81,52,0
501.498,1572.44,-1.#INF,2630.26,53,0
3530.64,2225.1,-1.#INF,2495.89,53,0
2451.03,998.7,-1.#INF,2870.14,53,0
2427,894.731,-1.#INF,972.269,54,0
592.042,1371.69,-1.#INF,1306.09,54,0
3495.88,2293.61,-1.#INF,1796.59,54,0
3470.44,2270.98,-1.#INF,1567.08,55,0
2448.74,973.633,-1.#INF,701.729,55,0
484.637,1244.26,-1.#INF,2048.42,55,0
2439.12,1059.97,-1.#INF,491.794,56,0
458.323,1217.55,-1.#INF,1525.78,56,0
3570.85,2235.26,-1.#INF,1192.79,56,0
3578.45,2260.23,-1.#INF,1680.75,57,0
2436.18,904.39,-1.#INF,779.404,57,0
360.162,1377.12,-1.#INF,1376.32,57,0
237.507,1474.31,-1.#INF,1869.26,58,0
2309.88,890.782,-1.#INF,623.899,58,0
1832.29,867.328,-1.#INF,2418.65,58,0
160.477,1397.24,-1.#INF,1665.25,59,0
1860.15,811.041,-1.#INF,2442.42,59,0
1861.72,842.318,-1.#INF,3065.69,60,0
32.8235,1391.69,-1.#INF,2142.99,60,0
1852.28,816.606,-1.#INF,3263.43,61,0
1829.68,822.654,-1.#INF,2420.94,62,0
1836.68,823.809,-1.#INF,2366.74,63,0
190.043,942.636,-1.#INF,1513.16,64,0
1873.83,858.451,-1.#INF,1725.88,64,0
1855.4,814.136,-1.#INF,1999.48,65,0
217.186,792.03,-1.#INF,2295.52,65,0
1857.25,830.713,-1.#INF,3346.67,66,0
249.126,896.217,-1.#INF,1152.55,66,0
109.789,1105.18,-1.#INF,941.566,67,0
1841.67,814.865,-1.#INF,1435.47,67,0
2282.29,913.686,-1.#INF,667.445,67,0
328.416,1043.97,-1.#INF,1188.37,68,0
1858.15,796.828,-1.#INF,2484.94,68,0
251.058,1000.69,-1.#INF,2678.62,69,0
1873.33,806.265,-1.#INF,2416.72,69,0
1864.8,800.34,-1.#INF,2169,70,0
231.997,980.947,-1.#INF,1825.43,70,0
1831.51,852.27,-1.#INF,2995.65,71,0
266.118,1014.67,-1.#INF,2345.34,71,0
1868.12,828.352,-1.#INF,2478.98,72,0
135.439,1188.92,-1.#INF,1691.02,72,0
1876.85,818.336,-1.#INF,2267.92,73,0
1820.15,820.382,-1.#INF,2419.36,74,0
1867.08,825.569,-1.#INF,3027.38,75,0
1868.82,841.544,-1.#INF,2331.46,76,0
1888.8,820.126,-1.#INF,1906.71,77,0
3032.88,1244.05,-1.#INF,1115.27,78,0
3000.93,1216.91,-1.#INF,1690.29,79,0
2987.89,1210.14,-1.#INF,1574.14,80,0
2482.69,1100.85,-1.#INF,1302.57,81,0
3027.72,1236.19,-1.#INF,2477.34,81,0
1063.93,456.452,-1.#INF,1828.25,81,0
3065.99,1202.2,-1.#INF,1414.76,82,0
1089.04,473.641,-1.#INF,2726.43,82,0
1087.17,440.395,-1.#INF,2144.85,83,0
3016.77,1265.21,-1.#INF,1685.49,83,0
1762.79,1079.71,-1.#INF,1685.83,84,0
3005.08,1250.48,-1.#INF,1949.57,84,0
1053.08,446.691,-1.#INF,2694.05,84,0
3050.1,1247.59,-1.#INF,2857.36,85,0
1024.7,432.836,-1.#INF,1447.91,85,0
1798.64,1060.95,-1.#INF,2718.12,85,0
1068.25,479.204,-1.#INF,3804.28,86,0
1787.6,1093.9,-1.#INF,2319.53,86,0
1787.52,1099.51,-1.#INF,3153.23,87,0
1731.54,1049.68,-1.#INF,1577.13,88,0
2283.62,1010.71,-1.#INF,684.629,89,0
1781.32,1058.68,-1.#INF,1850.76,89,0
2318.63,1044.88,-1.#INF,936.281,90,0
2389.11,940.569,-1.#INF,976.286,91,0
2426.76,960.788,-1.#INF,846.433,92,0
2395.64,930.084,-1.#INF,729.34,96,0
2419.65,994.82,-1.#INF,1048.37,97,0
3055.03,1224.37,-1.#INF,1640.03,98,0
2423.92,921.803,-1.#INF,1530.81,98,0
3060.96,1217.45,-1.#INF,2019.92,99,0
3005.83,1223.54,-1.#INF,1789.66,100,0
3009.32,1226.25,-1.#INF,2316.34,101,0
2449.7,944.63,-1.#INF,1077.08,101,0
2518.31,989.044,-1.#INF,699.716,102,0
3034.1,1236.91,-1.#INF,2086.2,102,0
3031.24,1215.13,-1.#INF,1448.95,103,0
2425.76,982.198,-1.#INF,1120.27,103,0
3039.86,1213.12,-1.#INF,2136.6,104,0
3027.65,1215.36,-1.#INF,2802.83,105,0
2506.77,965.448,-1.#INF,837.334,105,0
3052.96,1194.75,-1.#INF,1504.62,106,0
2520,1019.09,-1.#INF,755.443,106,0
3037.57,1207.27,-1.#INF,1870.9,107,0
3005.19,1209.23,-1.#INF,2521.75,108,0
3012.18,1233.89,-1.#INF,1530.82,109,0
3019.32,1186.3,-1.#INF,1930.87,110,0
3040.8,1247.59,-1.#INF,2655.37,111,0
3016.05,1209.14,-1.#INF,2159.55,112,0
3046.8,1218.18,-1.#INF,2347.97,113,0
3025.12,1195.18,-1.#INF,2663.08,114,0
3027.38,1233.17,-1.#INF,2926.45,115,0
3013.16,1195.19,-1.#INF,1814.21,116,0
3032.64,1197.87,-1.#INF,2121.96,117,0
3065.41,1200.8,-1.#INF,1868.31,118,0
3035.46,1250.88,-1.#INF,2924.49,119,0
3038.88,1178.9,-1.#INF,2299.23,120,0
3027.06,1216.99,-1.#INF,2689.55,121,0
3021.09,1189.76,-1.#INF,2523.84,122,0
3047.48,1218.35,-1.#INF,1969.47,123,0
3046.61,1235.37,-1.#INF,1633.92,124,0
148.503,1624.65,-1.#INF,962.701,124,0
105.623,1707.08,-1.#INF,1744.81,125,0
3038.37,1215.28,-1.#INF,1967.89,125,0
3026.61,1215.68,-1.#INF,1861.8,126,0
3021.12,1182.4,-1.#INF,1110.86,127,0
2359.22,2281.58,-1.#INF,889.895,131,0
2399.65,2284.38,-1.#INF,2095.9,132,0
2357.65,2381.16,-1.#INF,1273.96,133,0
2642.93,2411.8,-1.#INF,975.243,134,0
2731.03,2388.76,-1.#INF,872.384,135,0
2570.02,2364.44,-1.#INF,1241.21,136,0
2486.47,2353.43,-1.#INF,1471.95,137,0
2581.24,2435.7,-1.#INF,1106.62,138,0
2408.31,2332.98,-1.#INF,1426.89,139,0
2266.37,2330.62,-1.#INF,1032.63,140,0
2126.93,2200.63,-1.#INF,1585.18,141,0
2167.27,2119.56,-1.#INF,1990.28,142,0
2284.2,2220.87,-1.#INF,1716.06,143,0
2375.14,2258.94,-1.#INF,2108.85,144,0
2381.24,2156.78,-1.#INF,1759.08,145,0
2465.51,979.089,-1.#INF,1115.27,148,0
2459.92,947.624,-1.#INF,1541.72,149,0
2423.89,907.929,-1.#INF,1452.37,150,0
2401.46,945.097,-1.#INF,1083.09,151,0
2416.6,965.681,-1.#INF,640.704,152,0
2392.37,984.88,-1.#INF,854.739,153,0
2477.94,904.544,-1.#INF,1191.71,155,0
2386.23,915.688,-1.#INF,1668.79,156,0
2433.09,915.784,-1.#INF,1472.01,157,0
2425.35,919.043,-1.#INF,1137.42,158,0
2343.88,959.968,-1.#INF,983.936,159,0
2322.5,914.193,-1.#INF,629.288,160,0
2514.23,949.132,-1.#INF,896.952,161,0
2433.19,931.782,-1.#INF,1234.67,162,0
2434.74,970.872,-1.#INF,1465.36,163,0
89.5814,1774.41,-1.#INF,651.576,164,0
2446.47,964.153,-1.#INF,1112.9,164,0
2466.69,905.228,-1.#INF,1589.15,165,0
2449.28,1004.95,-1.#INF,1513.5,166,0
2412.34,921.104,-1.#INF,1457.55,167,0
2409.73,974.278,-1.#INF,949.068,168,0
2427.78,943.545,-1.#INF,1101.07,169,0
2377.8,946.619,-1.#INF,827.45,170,0
2399.51,887.766,-1.#INF,1306.28,172,0
2509.56,910.745,-1.#INF,882.386,173,0
2457.01,1022.79,-1.#INF,745.529,174,0
2424.82,932.934,-1.#INF,642.71,175,0
2469.4,981.214,-1.#INF,1037.9,176,0
2468.82,971.513,-1.#INF,1325.96,177,0
2460.77,918.468,-1.#INF,1209.38,178,0
3507.27,2240.86,-1.#INF,1531.7,179,0
3556.28,2236.23,-1.#INF,4926.77,180,0
2470.96,954.236,-1.#INF,1054.52,180,0
2403.16,953.364,-1.#INF,1052.87,181,0
3483.91,2283.83,-1.#INF,1811.1,182,0
3543.16,2182.07,-1.#INF,1839.38,183,0
3497.96,2234.44,-1.#INF,766.831,184,0
3529.68,2237.05,-1.#INF,1625.65,185,0
3552.18,2203.61,-1.#INF,1282.82,186,0
3507.03,2214.84,-1.#INF,2116.24,187,0
3507.54,2202.98,-1.#INF,1694.91,188,0
3538.39,2209.66,-1.#INF,1628.69,190,0
3546.58,2211.27,-1.#INF,1390.91,191,0
3542.64,2234.74,-1.#INF,1091.29,192,0
3562.37,2214.34,-1.#INF,1334.99,193,0
3468.58,2197.69,-1.#INF,1495.75,194,0
3456.18,2208.18,-1.#INF,1355.72,195,0
3522.84,2201.9,-1.#INF,1477.2,196,0
3513.73,2225.5,-1.#INF,1454.5,197,0
3517.67,2214.87,-1.#INF,1390.07,199,0
3502.52,2211.94,-1.#INF,1136.58,200,0
3512.36,2211.62,-1.#INF,1930.27,201,0
3531.16,2238.65,-1.#INF,1000.94,202,0
1870.98,1671.46,-1.#INF,1708.54,214,0
868.768,489.417,-1.#INF,1264.39,223,0
860.707,531.008,-1.#INF,2258.86,224,0
888.677,514.006,-1.#INF,2741.79,225,0
879.618,515.792,-1.#INF,1770.76,226,0
856.266,528.449,-1.#INF,3121.13,227,0
849.498,529.953,-1.#INF,2697.84,228,0
881.763,510.848,-1.#INF,1974.74,229,0
824.803,501.747,-1.#INF,1520.09,230,0
851.814,507.825,-1.#INF,3137.97,231,0
852.114,489.524,-1.#INF,2251.18,232,0
817.376,526.921,-1.#INF,2185.29,233,0
873.189,506.196,-1.#INF,2014.65,234,0
849.498,478.796,-1.#INF,2177.42,235,0
844.976,528.678,-1.#INF,1729.65,237,0
835.43,498.625,-1.#INF,2229.33,238,0
856.002,492.291,-1.#INF,2421.22,239,0
895.896,468.126,-1.#INF,611.835,240,0
3100.69,1209.84,-1.#INF,1300.91,248,0
3055.44,1224.67,-1.#INF,1806.32,249,0
3011.27,1203.56,-1.#INF,1304.28,250,0
3032.87,1206.41,-1.#INF,1995.07,251,0
3030.32,1150.36,-1.#INF,844.941,252,0
122.665,1714.2,-1.#INF,976.396,255,0
104.795,1665.27,-1.#INF,967.506,256,0
1044.28,443.329,-1.#INF,1585.18,265,0
1046.98,430.88,-1.#INF,1400.55,266,0
1032.56,447.046,-1.#INF,1321.76,267,0
1072.12,423.798,-1.#INF,2518.95,268,0
1041.29,470.718,-1.#INF,3035.57,269,0
1062.69,444.596,-1.#INF,2599.32,270,0
1032.09,457.801,-1.#INF,2045.14,271,0
1035.51,456.4,-1.#INF,2102.4,272,0
1058.48,439.588,-1.#INF,2047.11,273,0
2584.71,1392.15,-1.#INF,2808.02,305,0
2557.41,1383.97,-1.#INF,2245.33,306,0
2493.6,1328.34,-1.#INF,1210.78,307,0
2580.52,1324.44,-1.#INF,1089.21,308,0
2470.72,1239.06,-1.#INF,876.42,309,0
2392.32,1017.53,-1.#INF,734.756,309,0
2528.48,1273.85,-1.#INF,1120.62,310,0
2523.51,1265.31,-1.#INF,1418.14,311,0
2509.89,1318.39,-1.#INF,1382.93,312,0
2527.28,1294.7,-1.#INF,831.123,313,0
2537.6,1258.36,-1.#INF,1110.63,314,0
2575.2,1334.6,-1.#INF,1204.83,315,0
2514.76,1182.44,-1.#INF,747.368,316,0
2520.26,1227.55,-1.#INF,1101.54,317,0
2508.36,1261.82,-1.#INF,764.281,318,0
2560.74,1329.65,-1.#INF,1120.25,319,0
2600.71,1365.69,-1.#INF,1412.13,320,0
2545.04,1180.5,-1.#INF,961.451,321,0
2559.33,1284.76,-1.#INF,1006.57,322,0
2547.68,1365.5,-1.#INF,1613.85,323,0
2510.13,1133.99,-1.#INF,946.622,324,0
2513.68,1276.37,-1.#INF,1027.35,325,0
2533.68,1358.03,-1.#INF,1102.11,326,0
2527.7,1366.24,-1.#INF,2280.71,327,0
2571.03,1388.51,-1.#INF,1798.11,328,0
2592.18,1396.11,-1.#INF,1765.69,329,0
2353.91,1255.02,-1.#INF,1740.01,330,0
2408.15,1273.99,-1.#INF,1915.04,331,0
2309.57,1254.75,-1.#INF,2372.11,332,0
1063.67,453.393,-1.#INF,3340.01,333,0
2328.13,1231.6,-1.#INF,2693.23,333,0
1082.22,410.776,-1.#INF,2199.52,334,0
2281.76,1196.38,-1.#INF,2735.59,334,0
1074.56,446.107,-1.#INF,3799.43,335,0
2361.51,1157.38,-1.#INF,2613.01,335,0
1092.08,404.704,-1.#INF,3607.9,336,0
2365.91,1190.63,-1.#INF,2519.76,336,0
2365.28,1235.85,-1.#INF,2371.22,337,0
1092.47,455.297,-1.#INF,2923.13,337,0
1048.29,470.121,-1.#INF,3698.03,338,0
2373.01,1180.95,-1.#INF,2116.01,338,0
2297.89,1192.41,-1.#INF,2093.82,339,0
1870.88,875.004,-1.#INF,2673.27,339,0
1065.05,462.051,-1.#INF,2587.23,339,0
1064.57,467.804,-1.#INF,3558.71,340,0
2321.84,1196.75,-1.#INF,2343.09,340,0
1839.7,805.614,-1.#INF,2324.01,340,0
1101.85,464.382,-1.#INF,3845.33,341,0
1831.32,842.561,-1.#INF,2388.11,341,0
2293.7,1200.93,-1.#INF,2010.22,341,0
2055.3,1031.94,-1.#INF,1986.79,342,0
1081.41,470.019,-1.#INF,2882.43,342,0
2201.56,1089.1,-1.#INF,1442.62,343,0
1048.44,467.737,-1.#INF,3367.02,343,0
1055.96,456.158,-1.#INF,2819.79,344,0
1849.88,837.281,-1.#INF,2547.51,344,0
2233.24,1148.58,-1.#INF,1674.17,344,0
1057.52,456.696,-1.#INF,2897.49,345,0
2150.44,1049.66,-1.#INF,2281.1,345,0
2383.03,1208.39,-1.#INF,1811.42,345,0
2059.94,1009.26,-1.#INF,1782.41,345,0
1882.82,978.766,-1.#INF,2487.63,346,0
1049.81,473.502,-1.#INF,3007.7,346,0
1990.52,1095.52,-1.#INF,2459.29,347,0
1094.84,461.796,-1.#INF,2444.62,347,0
2022.34,1098.73,-1.#INF,1823.8,348,0
1078.64,450.819,-1.#INF,3073.11,348,0
1067.78,450.016,-1.#INF,3033.72,349,0
2054.77,1089.48,-1.#INF,1773.96,349,0
2015.73,1103,-1.#INF,1750.98,350,0
1071.77,457.625,-1.#INF,4114.61,350,0
1069.76,485.278,-1.#INF,3665.71,351,0
1946.05,1081.8,-1.#INF,1874.36,351,0
1083.3,478.179,-1.#INF,3492.96,352,0
2200.16,988.816,-1.#INF,723.472,352,0
1768.34,1068.68,-1.#INF,2544.06,352,0
1047.35,432.318,-1.#INF,3614.81,353,0
2442.42,915.363,-1.#INF,1190.38,353,0
3504.66,141.205,-1.#INF,1064.69,353,0
2421.6,953.179,-1.#INF,1098.47,354,0
1096.44,420.092,-1.#INF,3804.35,354,0
3504.55,87.3487,-1.#INF,1068.79,354,0
3452,116.921,-1.#INF,1419.84,355,0
1057.47,440.531,-1.#INF,4206.45,355,0
1087.03,467.46,-1.#INF,3016.09,356,0
3445.57,148.235,-1.#INF,1593.44,356,0
2443.54,980.814,-1.#INF,1139.65,356,0
1095.03,487.22,-1.#INF,2238.1,357,0
2472.07,956.416,-1.#INF,816.603,357,0
1057.01,454.867,-1.#INF,3343.63,358,0
2508.53,876.584,-1.#INF,1314.4,358,0
3492.88,186.963,-1.#INF,1101.67,358,0
2435.78,922.56,-1.#INF,812.038,359,0
1077.08,469.072,-1.#INF,3089.09,359,0
3488.88,131.734,-1.#INF,966.76,359,0
1070.48,443.92,-1.#INF,968.642,360,0
3441.68,227.232,-1.#INF,698.884,360,0
3457.86,129.511,-1.#INF,1143.3,361,0
1059.17,475.046,-1.#INF,2781.63,361,0
2480.36,936.713,-1.#INF,929.615,362,0
2170.68,2501.3,-1.#INF,1043.72,362,0
3453.32,120.227,-1.#INF,1102.88,362,0
3507.28,51.6169,-1.#INF,1097.86,363,0
2067.51,2317.53,-1.#INF,1873.45,363,0
2453.72,903.812,-1.#INF,1075.89,363,0
3491.25,156.126,-1.#INF,1205.17,364,0
